    x1           x2
  2.72877833  -0.28570910
  4.93085085  -1.98902880
  2.91969128  -1.54751799
  4.69249837  -2.23891845
  4.03117832  -0.86322811
  2.43991951  -0.57963344
  4.48232978  -2.69604104
  1.30093915  -1.48022065
  1.25221809   0.55955905
  0.28534848   0.70256196
  1.91954966  -0.64141345
  3.88418692  -3.39804605
  1.54913787  -0.08931170
  1.40140916   0.17103052
  3.44384009  -0.39739850
  1.87472617   0.77496363
  1.26611112   0.24019830
  1.27972716  -0.00510724
  0.32369836   1.35761058
  4.21669190  -2.04889617
 -1.87262140   2.88737291
  2.90137822  -0.38279318
  3.16269194  -1.86145732
  4.69012708  -2.18929356
  3.73644568  -1.27894845
  3.66008029  -1.91694010
  5.95235409  -4.66661441
 -0.44446464   1.97439976
  1.05923103  -1.28175880
  0.79599613   1.52917387
  1.89500882   0.20450441
  0.37870338   2.48738533
  5.21033231  -1.86099790
  3.07263596  -1.16735506
  2.99142571  -1.77275897
  3.64716082  -0.82965239
  1.62538322  -1.28622560
 -0.77417316   1.70765928
  2.43931838  -0.78778566
  2.80794936  -1.58242063
  2.11652580   0.58628452
  8.69302704  -4.77527803
  2.94826059  -0.95808077
  1.97505145  -0.99228054
  6.72728232  -2.15064312
  2.87317250  -1.42317693
  4.99679661  -2.29567851
  3.32383061  -2.30147554
  1.10326697  -0.23140067
  6.15773350  -4.18837726
  2.55072971  -1.29949489
  3.77498147  -2.58806593
 -0.52497144   2.41196475
  6.59427685  -2.74328445
  4.20053796  -2.11238949
  6.79882102  -2.25046212
  2.66225599  -2.23725948
  3.48360315  -1.30944524
  0.22355953   1.17125983
  2.92961023  -0.40521927
  1.17818057   0.40776251
  2.46270180  -1.37737632
  1.33208892   0.27410931
  3.09278899   0.54508438
  5.08876690  -3.04849067
  4.88800623  -2.62157990
  0.85934947  -0.63402789
  3.71288377  -1.71198862
 -4.28751944   4.75807467
  2.40914038   0.92106314
  3.77825870  -2.66217669
  3.16646968  -0.58538080
  6.98035102  -3.46842931
  5.76304414  -2.89757330
  5.48854865  -2.54425101
  2.07570452  -0.11337089
  0.60450245   1.20626758
  3.38818967  -3.07457246
  3.55996982  -2.10512745
  2.39535703  -1.06474205
  5.39630712  -2.04202361
  2.71356502  -1.82163767
  4.35912462  -2.31402013
  8.33412437  -4.97621444
  2.90193955   0.95064277
  3.52209939  -0.84536144
  1.06399246  -0.00786401
  3.76583884  -2.04328880
  2.94124346  -1.24217899
  4.23431774  -2.71535338
  4.19604884  -1.63120136
  1.33412933   0.46579691
  2.54259906  -1.23098686
  4.09356984  -0.92723482
  0.04311262   1.89688057
  3.29309675  -1.58569925
  2.28116278  -1.18623511
  2.63621668   0.06411442
  2.77051525  -1.15181003
 -0.36514234   1.10323415
  2.08275300   1.12594732
  5.02114144  -2.47614681
 -0.83670353   1.71644083
  4.54783975  -2.99346829
  6.76876751  -4.02591764
  2.17645601  -2.11221997
  4.41620774  -3.91784927
 -1.27252898   1.28106410
  5.04297695  -3.33262281
 -0.10585452   0.75358662
  3.65381796  -0.75844142
  2.23867016  -1.07619956
  2.48721111   0.04572754
  6.14519025  -3.91329410
  6.59543280  -3.09327441
  4.07809237  -3.32022049
  2.69460607  -0.57563210
  2.40788331  -1.12242786
  3.27868571  -1.76212623
 -1.04723358   0.67032778
  2.28788307   0.60256452
  7.35649482  -3.92988532
  0.25021135   1.23463868
  5.94991039  -2.46502323
  5.63776873  -3.09047975
  3.63177053  -2.33177734
  2.40624198   0.18162344
  4.05525147  -1.93166239
  7.65831737  -4.44789008
  2.60964516   0.30921275
  6.80837344  -4.49139477
  3.99429107  -1.89406289
  2.90876732  -1.27068521
  6.20920141  -4.57396911
  1.50769719   0.84209212
  2.91572386  -0.83662709
  3.37219959  -1.69386974
  3.18542597  -1.59667311
  5.73168732  -2.52475242
  4.21649368  -0.56609422
  2.53376291  -2.14224239
  0.82700430   1.12680030
  1.48120291   0.93097524
  4.88696247  -1.69473210
  5.45034096  -1.74782268
  6.28088897  -1.57227850
  1.89332309  -0.94875874
  1.36021203   0.64878780
  5.65294896  -2.71479076
  1.92873195  -0.58878000
  5.56046987  -2.81201836
 -3.27303307   4.43542526
  3.47265608  -1.56451110
  4.20607895  -0.53811128
  2.91753242  -0.52823110
  0.62442136   0.83889212
  2.52829807  -0.80190081
  4.00098338  -1.56689986
  2.36473533  -0.96169453
  4.58096215  -0.71096440
  4.46229787  -2.34865039
  3.80748661  -1.95722422
  2.80124700   0.36662601
  1.62628054  -0.91104087
  1.64551743  -0.48363299
  6.92149708  -3.55219535
  0.11582725  -0.42417461
  0.99977315   0.47207792
  2.00675819  -0.20703373
  5.34976405  -3.31290707
  1.90332338   0.07157912
  0.89559254   0.10265787
  0.90960648  -0.02706691
  4.53093953  -2.05388261
  4.88501317  -2.47795083
  2.13845935   0.59431723
  5.05629062  -3.23448980
  2.85520584  -1.23548432
  4.95481322  -4.83203791
  1.64245805   0.22340052
  7.37273680  -4.70979174
  4.23750588  -1.93666701
  2.95135434  -0.05022077
  3.49535179  -0.87266685
  1.05337612  -0.23503322
  0.42119291   0.81639648
 -0.09575317   1.78808748
 -3.00654916   2.77400524
  3.42974184  -0.77383634
  7.03271392  -2.09166707
  1.18199499  -1.07220440
  2.93558666   0.53467984
  1.22750482   0.11259113
  2.13866442  -1.13053148
  4.19083864  -3.77906271
  4.31351403  -1.78618546
  5.93341904  -2.71817717
 -0.29997247   1.81773732
  4.03496224  -1.32103807
  5.46143600  -3.56144392
  2.02620176  -0.18445956
  4.97233815  -2.54899851
  1.53070399   0.33089365
  4.77424992  -2.18527106
  1.63567828   0.46983298
  0.80425128   0.78224231
  3.92618231  -1.57604245
  6.83536035  -4.18741566
  3.53334108  -1.19841062
  7.02075357  -5.85076822
  7.55223125  -5.08317925
  2.87374167  -0.83014234
  3.77368866  -1.13215500
  7.66635398  -5.27164144
  1.96582351  -0.35803665
  4.15928486  -2.66770675
  3.36941518  -1.04010549
  3.27799246  -1.55036847
  0.06174977   0.31441547
  3.17497481  -2.10902314
  3.29388614   0.32732130
  2.30481835  -0.04757394
  5.34411305  -1.57982679
 -1.22875544   2.74805941
  1.96138816  -1.13400563
  4.43909504  -0.79238196
  6.16527367  -3.37981074
  3.43098422  -0.48989738
  4.49622901  -3.86390718
  3.45696472  -2.08959910
  3.42852305  -1.59239139
  4.12670623  -2.05405374
  0.32621106   1.92236739
  2.19485835  -0.40080413
  2.91822043  -1.39644082
  1.18381130   0.15273025
  4.86912977  -1.88688035
  3.20602265  -1.21671306
  0.68478067   1.08315333
  0.62286548   0.50166177
  0.15425586  -0.03605502
  1.06467712   1.76584698
  1.96755781   1.15201567
  2.65290648   0.06091416
  2.26174474  -0.07050404
  1.14959651   0.38396944
  5.86134227  -2.66365677
  3.39508825  -2.66453757
  5.44261867  -2.27093064
  1.84198239   0.85435982
  1.39309659   0.11675272
  3.00656918   0.57638446
  2.32483885  -0.76363888
  3.60210195  -0.67737524
  5.99331466  -4.51773799
  2.47675969  -0.15773281
  4.68545295  -0.65409415
  1.35099254  -1.29439737
  0.65567483   1.89927310
  4.17185055  -2.29517050
  0.10840934   1.08031758
  4.10445313  -2.23725368
  3.82830507  -2.12097021
  0.63083676   1.16080967
  6.09732840  -3.03166083
  3.79974443  -1.99470062
  0.73310364  -0.66735779
 -1.02073350   1.93842375
  2.04441705  -0.76652851
  2.54062967   0.00885368
  3.19118476  -2.98099132
  3.64326436  -1.32369655
  6.61005546  -3.09883918
  1.47771427   1.25735034
  3.56858518  -1.59638944
  3.04656561  -1.32757041
  3.26048609  -1.57087444
  0.30681172   0.14544417
  5.11009845  -2.65593644
  0.75713975   0.48828711
  0.62727821   0.24024112
 -0.45507697   1.69041085
  5.93257452  -2.85200047
  4.19725629  -1.93255655
  2.89976242  -1.18011989
  3.19641202  -0.76339008
  4.12190223  -1.36503435
  1.06837173   1.35529002
  1.82264900   0.72716513
  2.19174492   0.08350462
  5.27496036  -2.54614157
  2.28900134  -2.15458557
  2.64082837  -0.85278455
  4.59373265  -1.15779396
  2.28872824  -2.55644173
  4.89555925  -3.38687539
  3.81169909  -2.96853509
  3.85001928  -1.08709657
  2.02851563  -0.38149681
  6.29418314  -4.75085411
  4.73744122  -2.16788635
  2.39716896   0.03601504
  6.33347014  -2.37328898
 -0.08154534   2.46199258
  0.77626412   0.86810260
  0.05007166   2.58952956
 -1.36067702   2.16334105
  4.99557321  -3.21055906
  2.05581531  -0.25157687
  0.35716482   1.42430441
  2.87097038  -0.74109791
  1.45936486  -0.20876362
  4.66483639  -2.04304226
  4.86810720  -2.34416396
  5.44246608  -3.26002285
  7.57727350  -3.07094228
  6.25074356  -2.71540455
  4.68284909  -1.00753066
  2.94315612  -0.60683665
  0.10442312   0.00482814
  2.07223126   1.38631902
 -0.19596527   0.50602566
  2.57637604   0.31941211
  3.06976271  -1.10559813
  4.54945243  -1.81502642
  3.68218782  -1.06202354
  1.04999694  -0.42329799
  4.61810792  -3.65802594
 -0.97501835   0.92807612
  1.85664128  -2.00724448
  4.38711191  -1.49720125
  4.94851023  -2.79507170
 -0.18773004   1.43104924
  2.26417380  -1.88171479
  0.87617597  -0.73146234
  4.85170652  -1.74810218
  6.42769494  -4.52220783
  1.66813116   0.03017954
  1.11914656  -0.69668094
  1.64695727   0.55433664
  6.41791048  -3.21223185
  1.92233385   1.52568312
  2.89182731   0.59682867
  0.11435110   1.82801076
  4.63016125  -2.00899205
  5.59682493  -1.50904859
  3.32055567  -1.13176826
 -0.64006498   1.56702553
  0.31492796   1.28487157
  1.48635293   0.54016947
  3.59985309  -2.26579347
  0.37659549   0.35533643
  1.73650184   0.91092290
  1.41272120   1.05913106
  2.75803760  -0.25071962
  0.85591921  -0.13059469
  5.95631739  -3.86267348
  1.45896399  -1.01726244
  4.10714244  -1.05233222
  4.76124349  -2.99949301
  3.43541041  -0.68650527
  7.68967164  -3.83826209
  1.55516497   0.18919970
  1.98392655  -0.07404012
  4.21396961  -0.20728346
  7.38636332  -4.21325130
  3.72093042  -2.47431327
 -2.18984326   1.73982148
  5.26036547  -1.36446867
  3.09364062  -0.74331075
  4.72981440  -2.44991998
  5.51683524  -2.44794287
  0.30285123  -0.38497098
  2.24992231  -1.42402672
  3.12582254  -2.42537355
  2.14856604   0.41560710
  4.29316564  -1.55008967
  5.05302442  -2.93385350
  4.12805002  -2.30957712
  3.25592183  -2.58839934
  1.37635456   0.81150980
  1.31735310   0.75292814
  1.73495970  -0.89833385
  4.63148515  -1.81640361
  4.17253466  -2.91888967
  3.38347211  -1.06550515
  0.21938280   1.50212327
  2.79585243  -2.02808340
  4.02885167  -1.73512018
  0.71299084  -1.33661927
  5.77994456  -4.23946054
  3.41354443  -0.79765078
 -0.22390290   1.26394287
  3.39346506  -1.29129819
 -0.29589687   0.90058603
  2.57001005  -2.01732314
  4.92355293  -2.07331250
  1.57501137  -1.01037238
  0.47194657  -0.83030675
  0.80094443   0.01856107
  3.43592288  -0.11504705
 -0.05688116   2.03670668
  9.44293223  -6.79265733
  1.48031591  -0.28764253
  3.11995148  -0.66187793
  0.20014936   0.93251835
  3.89954452  -3.02847863
  1.37953792  -0.07916676
  5.58791011  -2.16936856
  2.82546675  -0.98441763
  2.95512220  -0.48228761
  5.15131890  -2.60636419
  2.77933903  -0.49571737
  4.63901332  -1.24772346
  0.39926022   1.92224495
  3.22694143  -1.27183302
  5.03000530  -2.55165337
  3.65738813  -3.14074577
  3.41004240  -0.17109847
  3.64761150  -1.50174131
  8.10719026  -4.39525239
  0.84003543   0.07533835
  4.49718755  -1.21677077
  2.43904017  -0.20365907
  3.78523062  -1.41913479
  1.00462353   0.69880462
  3.32390556  -2.29357888
  3.94107456  -1.22585358
  1.25047284   0.20469486
  2.53808156  -0.18834281
  6.55522950  -3.95321327
  6.21550359  -3.29983018
  1.66307856   0.55959134
  2.70866241  -0.55448714
  5.32744055  -3.65375103
  2.67923771   0.01063030
 -0.23202600   2.27778357
  3.70536769  -1.08052768
  3.61427605  -1.69278436
  4.26321374  -3.32367046
  0.88549956  -1.36235996
  1.84150008   0.86007779
  2.82366806  -0.18629468
  3.77047323  -0.78659368
 -0.12129973  -0.38687386
  4.65262233  -2.19956130
  3.31243423  -0.99451322
  5.98027139  -2.86844607
 10.56868775  -6.91120645
  2.73938405  -0.54110566
  1.31065082  -0.01603728
  0.89810309   0.79940382
  2.19103224  -1.06938513
  6.19905491  -2.31956341
  0.87403241   0.48296410
  8.63420935  -5.40080717
  0.85956656  -0.92170935
  3.71421148  -1.22644581
 -0.53685046   1.44376695
  0.19893611  -0.42986392
  3.44236619  -1.27535572
  1.25314163  -0.92551475
  6.06858626  -4.38281047
  1.71580621   0.01644239
  4.91231990  -2.24243788
  1.76413353  -1.06469749
 -4.49588590   4.70678150
  5.33670632  -3.18552178
  3.89760890  -1.02652419
  2.73073091  -1.64891944
  2.55308060  -0.62479863
  5.23176433  -3.70066922
 -0.13254632   1.26006492
  2.62264750  -0.72021442
  5.09302962  -2.40096258
  1.29219424   1.08600012
  3.35371674  -0.03286983
  2.46946140  -0.42290533
  4.06450781  -0.91170627
  0.15165394   1.33196620
  4.71412838  -3.27221806
 -0.44460108   0.79448962
  4.65411548  -1.41342123
  3.12543806  -1.24396930
  3.52024792  -1.66004016
 -0.15059914   2.19650352
  3.67069137  -1.33988303
  2.94510840  -0.44864719
  2.58747821  -1.02542202
  0.27196543   1.56415754
  6.42699714  -3.36111868
  5.32516505  -1.87119417
  5.11521075  -2.23283538
  5.00830874  -2.55204041
 -0.59709696   1.21839334
  1.11751193   0.33723241
  5.35514480  -3.54426108
  7.31897247  -4.70671200
  3.81477055  -2.91330269
  2.99839781  -0.66050048
  4.65499355  -2.00960815
  1.65969224  -0.75015374
  2.31102232  -0.51152163
  0.32723152   0.87856796
  3.34510959  -1.58213554
  2.44644472  -1.04452606
  5.41997727  -2.82493489
  5.83071346  -2.04176904
  1.53341479   0.01065046
  1.16469236  -0.61682521
  3.15892358  -1.14895895
  3.42056430  -0.90149469
  1.12045458   0.21308340
  1.65576940  -0.38749305
  3.25047086  -2.24213810
  2.75400769  -0.40065343
  3.45344207  -1.35860749
 -1.67849535   2.83036227
  2.88968663  -0.86789326
  2.00763970   0.22946336
  2.14606979  -0.33622148
  2.93712710  -1.42066265
  2.69782864  -0.87254756
  3.73036190  -1.96828286
  4.18544954  -3.07532044
  2.26213492  -0.71265656
  2.17911992  -0.92754524
 -0.23727550   0.12228284
  3.52158118  -1.08791370
  0.56231656   1.11828521
  1.60231482   0.36860650
  2.54686572  -0.66338121
  0.60103116   0.55846769
  5.15890636  -2.55689891
  3.21039136  -1.50170851
  4.22766733  -1.59594508
  3.21859616  -0.13356431
  3.65059659  -0.91056768
  2.29884243  -0.07617748
  2.04255818   0.37832208
  6.17102556  -3.03498065
  5.48112848  -1.12931507
  3.93607748  -1.40014127
  2.64973853  -0.93594470
  1.30027385  -0.65220576
 -0.34029235   2.13319795
  5.53695165  -3.14266947
  2.71802144  -1.20347005
  4.71848698  -2.07660683
  6.04311813  -3.24477127
 -0.00240606   1.23030166
  1.40330390  -0.00921404
  2.40371194  -0.24801853
  1.55908635   0.33609104
  0.51634750   1.49350437
  3.15261145  -0.09353767
  1.97606099  -0.38555271
  1.69861446  -1.05215271
  3.04578054  -0.27029016
  3.58296466  -2.09310323
  1.15241210   1.75743324
  2.70099260   0.77449020
  1.15706890   0.24133207
  2.50313178  -1.88755001
  3.87778792  -1.25211987
  2.74722020  -0.27042628
  1.92393788   0.20989532
 -0.56466897   1.64366995
  3.14196109  -0.47663025
  2.08976223  -0.60609345
  3.41210852  -1.29134867
  4.97574243  -2.10767305
  3.56314500  -1.74045946
  0.90123729   0.65686107
  1.09031785  -0.73249801
  3.44124728  -2.34914315
  1.40236947   0.37857878
  3.10615307  -1.50448138
  1.00113820  -0.54308165
  3.98098566  -2.35598073
  1.99677187  -0.33600765
  1.99791098   0.23002493
 -1.39508886   1.71121262
  2.11035002  -1.19140445
  3.23994580  -1.80279880
  2.78928397  -1.09217820
  3.49683441  -1.66455845
  7.28246284  -4.27843015
 -0.70375882   2.04503109
  1.70082799  -0.46773640
  6.80564201  -3.34954656
  4.47675019  -2.49489924
  5.14350272  -3.77124381
  3.77606423  -1.30564748
  4.57716035  -3.63537413
  2.33157954  -0.15757507
  4.97435955  -1.53863264
 -0.45161950   0.53093147
  3.84999752  -2.02550951
  5.27234788  -0.86666557
  4.15402428  -1.19565379
  3.52320659  -1.63980712
  4.82217262  -2.27577221
  2.89436481  -1.81367196
  2.30740054  -1.06877847
  5.28142802  -2.81962401
 -1.55720464   3.40559991
  2.31700167  -1.85762137
  5.24002591  -3.83662094
  1.83868582  -0.55756796
  3.24519640  -0.55202270
  5.20308709  -0.84550666
  4.99220709  -3.14140768
  2.81838545   0.00965959
 -2.54252286   3.55978073
  3.63257063   0.23498187
  3.03872998  -2.10208285
 -0.13600307   0.10284384
  4.87123806  -2.37099949
  1.45132846   0.26559336
  5.90457994  -3.79379418
  1.39202785  -0.06065391
  4.90961348  -1.63243585
  0.75992445  -0.56799152
  5.58439865  -3.11925037
  2.62681882  -0.83046538
  3.06052858  -0.75199270
 -0.90571400   1.61425935
  3.87178236  -1.39293794
  4.06687031  -3.37707707
  3.13304452  -1.39222823
  3.50662219  -1.76297010
  5.24142244  -2.55145121
  5.45662316  -2.20322518
  3.43172992  -2.97829410
  7.32598968  -4.98170868
  1.44079795   0.67379598
  2.80344746   0.39183525
  5.96176109  -2.48405521
  3.75283951  -0.09332865
  3.73163434  -1.13966877
  2.24975311   0.63437979
  0.30834871  -0.05419631
  6.16488049  -2.82376376
 -0.40681398   1.27256182
  4.50435741  -3.51225356
  5.46050723  -3.26071217
  3.08918061  -0.97627356
 -1.11211277   1.54773955
  1.23594557  -0.46225864
  4.42563035  -1.18598281
  1.27290805   1.63831362
  5.52846927  -2.52457910
  4.73453004  -2.71036478
  2.23633474  -1.33765066
  1.21586117  -1.05071949
  3.47697866  -1.63971916
  3.03987564  -2.37669339
  3.08038371  -2.25787738
  5.48416884  -2.20149402
  4.03222066  -1.77787257
  6.37165808  -2.27595655
  0.02896417   0.27525281
  0.74083344   0.47035223
  5.25814864  -2.89368932
 -0.03268040   0.93632150
  1.25396167   0.42687235
  1.07587990   0.22560615
  3.51462240  -1.06304413
  2.75165259  -0.15130476
  5.29624291  -2.04362759
  4.94298560  -2.44205788
  4.28245439  -1.94510056
  1.04614098   0.39731487
  1.50714276  -0.15418264
  2.28252732   1.54345736
  0.78046722   1.09217483
  0.05605967   2.05247151
  0.78325177   0.94350597
  1.18489210  -0.71845557
  4.08625527  -2.43402142
  3.70506266  -2.16164008
  1.75690642  -0.28737606
  0.87782844   0.91230164
  2.82922077   0.17349816
  2.52735197  -0.73502996
  1.06939702   0.83561117
  2.10258791   0.39058479
  4.85048172  -1.18600600
  1.91956319   0.07628682
  6.25903421  -4.30887410
  4.91701765  -2.59298897
  4.37876552  -1.21242974
  3.44104940  -1.65173326
 -0.18948334   2.54177348
  1.12707636   1.44443430
  2.99489104  -1.60098035
  4.91594290  -0.53499197
  4.17030527  -2.41449499
  4.08335598  -0.61787866
  1.69924155   1.24244804
  0.80135103  -0.60175233
  3.48063675  -1.64053714
  1.61099187   0.15914760
  1.32586593   0.12567068
  1.73882267  -0.90767825
  5.35430979  -2.27079685
  4.70038403  -2.83066382
  3.07339080  -0.59527700
  2.92842739   0.11584743
  4.15686785  -1.28930951
  3.40961384  -2.23061671
  1.08620049   0.52247807
  1.20713665   2.04333980
  2.36409208  -1.26460251
  6.04256848  -2.24920857
  2.91615891  -1.53085684
  3.93754604  -1.60371183
  2.35761861   0.20321752
  4.95110073  -2.39116996
  3.69660674  -1.69793827
  3.49174210  -1.34515106
  0.27020395   0.99951578
  4.13578427  -0.91612639
  1.78014917  -0.42070736
  5.62220133  -2.51129159
  3.15909171  -0.93735898
  3.09545578  -1.53895932
  1.63930053  -0.59637702
  4.28450566  -2.84878287
  1.35163432   0.21507827
  6.06474662  -2.61690831
  6.04601946  -3.24704920
  7.21344578  -5.29216876
  0.84376929  -0.56846679
  2.87897276  -2.17243668
  0.33373849   0.31943616
  4.66301633  -1.95585243
  2.09467326  -0.61037480
  2.08153819  -1.70472332
  2.85966413  -1.29086245
  4.25466369  -1.81173657
  1.81900352   0.87032193
  0.59645642   1.67866371
  5.87856566  -4.19056160
  7.50246316  -4.53308267
  5.12973784  -3.08534951
  2.41229193   0.10753831
  1.93602029   0.72760723
  2.78299824  -0.92331551
 -0.36667142   0.87862849
  4.11896028  -2.06995645
 -0.45599052   1.44013922
  3.36601983  -0.83300050
  5.04946722  -2.19234969
  3.01707877  -2.09088332
  4.59049072  -3.18165729
  1.96135915  -0.03957814
  5.13830859  -2.75641379
  4.91398688  -3.57524723
  6.28944365  -2.66623901
  1.78066217  -0.37883793
  1.43552960   1.02287537
  3.02362745  -1.39922018
  3.33863422  -0.97415660
 -1.27841627   2.33511499
  0.92702510   0.67708486
  5.72696032  -1.88091864
  2.83292382  -0.69759827
  3.51013141  -1.66668776
  3.74464412  -1.44437443
  3.33948352  -0.44868698
  7.59716186  -4.42612196
  2.28268880  -0.59558956
  5.45928696  -2.68378414
  0.28928075   0.05909151
  5.93857025  -3.98285293
 -0.19377061   0.67151835
  1.59446213   0.91831215
  5.59396759  -2.10089922
  2.65534751  -1.58123691
  4.99239937  -2.96262889
  1.46235504  -0.75757990
  5.25360990  -3.30845377
  3.31502041  -0.87743061
  2.24617412   0.19008494
  4.71020346  -1.32882978
  1.87714804   0.43506347
  3.40588140  -0.87699242
  1.71470096   0.22899980
  3.57962322  -0.66912644
  3.52221491  -2.82184163
  3.93375969  -0.31761052
  1.83140824  -0.23217866
  1.39920354   0.87330016
  3.22517293  -0.26195507
  3.35204562   0.83442064
  2.23479105  -1.38784732
  2.82852996  -1.91935056
  4.22211114  -3.28707601
  3.81339080  -1.19061410
  5.06765973  -1.45993514
  5.67107248  -1.81531969
  1.68949786  -0.79574332
 -0.48355781   2.42025827
 -0.12629329   1.51953125
  1.40471917  -0.44557830
  3.85839052  -1.45321341
  0.38994153   0.61461720
  4.13340763  -1.53793764
  1.70098520   0.27010180
  5.67610862  -3.42428092
  0.99355589   0.25588210
  4.64657766  -2.61243549
  1.89244518   0.10383413
  3.95938642  -3.00116824
  1.70903582   0.40026583
  4.52082084  -0.87545214
  1.72615213   0.61397281
  5.30874559  -3.31150078
  6.13528988  -3.11829659
 -0.25184675   1.60729129
  3.98709531  -1.52404390
  4.10133581  -2.11125127
  2.43084675  -1.42744266
 -0.07443066   0.79791982
  4.92897324  -2.08364610
 -1.52407041   2.34577751
  2.65479123  -1.25228695
  6.26652716  -2.03520906
  3.66730953  -1.57164416
  2.92854459  -1.84560468
  1.89910075  -1.18174095
  1.25595978  -0.13181203
  3.33089832  -1.59197088
  5.49400683  -1.71222061
  8.40173706  -4.45340061
  2.45542770   0.90159012
  4.51319323  -0.81666952
  2.73839097  -0.99730464
  4.03719597  -1.72417669
  4.82862676  -3.62511536
  0.04508915   2.25232707
  4.18665434  -2.19237049
  1.75472239  -0.11903487
  3.90385042  -1.56831180
  4.27633854  -1.64083155
 -0.34270826   1.04211136
  1.08989718   1.14347345
  1.12069022   0.82067853
  3.52537758  -0.00519468
  3.33955120  -1.26321446
  4.27815413  -1.86378329
  4.14655553  -1.04058642
  6.06033530  -3.32013716
  2.89263097  -1.07450573
  3.08022956  -1.18807772
  2.68015666   0.02822903
  3.66094522  -1.44304793
  0.85685548   1.00821855
  1.59479443  -0.68589568
  3.87756836  -1.23637815
  2.78284079  -1.06907609
  0.28235656   1.93135764
  5.77475912  -2.75331247
  2.88792588  -0.80768908
  1.90821214   0.32113151
  1.22076090   1.99770555
  3.17624076   0.04835189
  2.77833402  -0.49299264
  3.02875043  -0.88654012
  3.04984547  -0.54583303
  1.83270303   0.19909435
  0.99697495   0.14645402
  1.79381215  -0.11095748
  0.20311519   0.81295528
 -0.66443967   0.05326387
  2.52976265   0.17505939
  0.81817526  -0.56656399
  6.38415336  -4.15219457
 -2.00805723   3.44041656
  6.06008009  -2.46524994
  5.16644368  -2.88839129
  2.77743311  -2.09142977
  1.07621238  -0.72537380
 -0.52373302   0.59492939
  4.35724646  -2.32320176
  2.45235396  -2.85447126
  2.15507288   0.17782547
  5.85084406  -3.34063555
  5.61254113  -2.96947244
  4.05339304  -2.08562701
 -1.38085201   2.26748708
  4.01532312  -1.78208989
  4.73946810  -1.84282490
  0.71801436   2.17841544
  0.41538877  -0.67934296
  3.53140514  -0.96831374
 -0.85761060   0.70572621
  3.21991411   0.32113185
  0.79867648   0.57802228
  4.68785412  -3.14997620
  0.38081995   0.26484288
  4.83663074  -2.69953220
  0.68284859  -0.42769002
  4.75253033  -1.12300843
  0.31720675  -0.36769146
 -0.47855964   1.30015719
  2.79844384  -2.19930292
  3.31442829  -0.85197341
  5.25565542  -2.97860469
  4.00444787  -0.79871124
  2.33219795  -1.26041446
  1.36173584   0.24927414
  3.82830281  -2.07723856
 -0.74721437   0.94097424
  0.82677287   1.25899629
  3.45486626   0.00070091
  2.44475803   0.14834508
  4.89678315  -0.94896833
  5.54607579  -2.52397797
  2.88323480  -0.51948737
  6.64310604  -3.30909551
  0.46026491   0.40230342
 -0.10099136   1.90353101
  6.25221350  -3.69672261
 -0.54226356   1.76690309
  0.83496176   1.47846900
  1.42087177   0.18420835
  3.50976916  -2.21167731
  3.20252474  -1.56592740
  6.66454410  -4.61032482
  1.77170769   0.30158648
  4.13050879  -2.62998217
  3.47986341  -2.38914247
  3.48349284  -0.47618053
  5.08174584  -3.79060285
